id,address,city,state,phone_number,is_subscribed,created_at,updated_at,user_id
421,5678 Heffernan Way,Mobile,Alabama,2511577847,t,2022-11-29 00:00:00+05:30,2022-10-02 00:00:00+05:30,421
422,05340 Hollow Ridge Point,Birmingham,Alabama,2051226599,f,2022-05-26 00:00:00+05:30,2022-12-06 00:00:00+05:30,422
423,371 Anthes Alley,Birmingham,Alabama,2053897120,f,2022-11-26 00:00:00+05:30,2022-12-14 00:00:00+05:30,423
424,35 Lerdahl Place,Montgomery,Alabama,3343290962,f,2022-03-23 00:00:00+05:30,2022-03-29 00:00:00+05:30,424
425,197 Vernon Drive,Mobile,Alabama,2519583089,t,2022-06-27 00:00:00+05:30,2022-08-18 00:00:00+05:30,425
426,0335 Fulton Junction,Birmingham,Alabama,2052962886,f,2022-12-23 00:00:00+05:30,2022-04-21 00:00:00+05:30,426
427,4 Morning Pass,Birmingham,Alabama,2052935096,f,2022-08-28 00:00:00+05:30,2022-11-01 00:00:00+05:30,427
428,02 Havey Trail,Birmingham,Alabama,2059668519,t,2023-01-21 00:00:00+05:30,2022-07-28 00:00:00+05:30,428
429,392 Sage Circle,Mobile,Alabama,2516488593,t,2022-12-05 00:00:00+05:30,2022-12-08 00:00:00+05:30,429
430,4431 Hagan Avenue,Anniston,Alabama,2567997236,f,2022-11-22 00:00:00+05:30,2022-08-13 00:00:00+05:30,430
431,19543 Scoville Pass,Montgomery,Alabama,3346506460,f,2022-07-23 00:00:00+05:30,2022-04-11 00:00:00+05:30,431
432,4836 Eliot Plaza,Birmingham,Alabama,2059223499,t,2022-07-31 00:00:00+05:30,2023-02-06 00:00:00+05:30,432
433,21875 Kenwood Center,Birmingham,Alabama,2055967444,f,2022-08-29 00:00:00+05:30,2023-01-19 00:00:00+05:30,433
434,5772 West Park,Birmingham,Alabama,2058926161,f,2022-03-12 00:00:00+05:30,2022-09-09 00:00:00+05:30,434
435,191 Golden Leaf Drive,Birmingham,Alabama,2057134975,t,2023-03-07 00:00:00+05:30,2022-05-12 00:00:00+05:30,435
436,9 Kenwood Street,Birmingham,Alabama,2055446421,f,2022-09-23 00:00:00+05:30,2022-04-21 00:00:00+05:30,436
437,5574 Dryden Parkway,Montgomery,Alabama,3347331482,t,2022-06-18 00:00:00+05:30,2022-12-25 00:00:00+05:30,437
438,6 Artisan Crossing,Birmingham,Alabama,2054488121,f,2022-03-12 00:00:00+05:30,2023-02-21 00:00:00+05:30,438
439,15 American Street,Huntsville,Alabama,2566012570,f,2023-02-10 00:00:00+05:30,2022-12-26 00:00:00+05:30,439
440,95 Center Terrace,Gadsden,Alabama,2561599558,f,2022-07-11 00:00:00+05:30,2022-10-29 00:00:00+05:30,440
441,05479 Toban Crossing,Mobile,Alabama,2513157755,f,2022-12-28 00:00:00+05:30,2022-12-11 00:00:00+05:30,441
442,0290 Larry Center,Birmingham,Alabama,3343853733,f,2023-02-28 00:00:00+05:30,2022-11-20 00:00:00+05:30,442
443,3918 Glacier Hill Terrace,Anniston,Alabama,2567069157,f,2023-01-21 00:00:00+05:30,2022-11-14 00:00:00+05:30,443
444,5585 Oak Valley Point,Mobile,Alabama,2518242298,f,2022-04-04 00:00:00+05:30,2023-01-23 00:00:00+05:30,444
445,9382 Bobwhite Pass,Mobile,Alabama,2512002797,t,2022-05-23 00:00:00+05:30,2023-01-03 00:00:00+05:30,445
446,043 Blackbird Parkway,Birmingham,Alabama,3345897622,t,2022-08-25 00:00:00+05:30,2023-02-27 00:00:00+05:30,446
447,13895 La Follette Alley,Huntsville,Alabama,2567224466,f,2022-07-02 00:00:00+05:30,2023-02-12 00:00:00+05:30,447
448,01 Petterle Circle,Birmingham,Alabama,2051322733,f,2022-10-04 00:00:00+05:30,2022-08-05 00:00:00+05:30,448
449,60600 Maryland Terrace,Montgomery,Alabama,3341074236,t,2022-10-16 00:00:00+05:30,2022-09-27 00:00:00+05:30,449
450,70708 Warbler Trail,Gadsden,Alabama,2567032835,t,2022-03-16 00:00:00+05:30,2022-11-09 00:00:00+05:30,450
451,252 Fremont Center,Tuscaloosa,Alabama,2058793700,f,2022-07-07 00:00:00+05:30,2022-05-09 00:00:00+05:30,451
452,9 Declaration Point,Birmingham,Alabama,2054048090,t,2023-01-05 00:00:00+05:30,2022-10-12 00:00:00+05:30,452
453,3 Raven Avenue,Birmingham,Alabama,2056851261,t,2022-11-21 00:00:00+05:30,2023-01-21 00:00:00+05:30,453
454,3 Monica Hill,Anniston,Alabama,2563968200,t,2022-04-01 00:00:00+05:30,2022-08-09 00:00:00+05:30,454
455,5449 Gale Park,Huntsville,Alabama,2563935242,f,2022-03-15 00:00:00+05:30,2022-07-19 00:00:00+05:30,455
456,75 Spenser Court,Tuscaloosa,Alabama,2052720610,f,2022-10-29 00:00:00+05:30,2022-07-04 00:00:00+05:30,456
457,58 Gale Way,Montgomery,Alabama,3341349228,t,2022-04-15 00:00:00+05:30,2022-11-08 00:00:00+05:30,457
458,79134 Holy Cross Junction,Mobile,Alabama,2518966688,f,2022-04-07 00:00:00+05:30,2022-06-06 00:00:00+05:30,458
459,5982 Havey Parkway,Montgomery,Alabama,3345716837,f,2022-04-02 00:00:00+05:30,2022-04-25 00:00:00+05:30,459
460,6003 Elgar Trail,Montgomery,Alabama,3341813771,t,2022-05-25 00:00:00+05:30,2022-09-17 00:00:00+05:30,460
461,316 2nd Alley,Huntsville,Alabama,2562142578,f,2022-09-03 00:00:00+05:30,2022-05-02 00:00:00+05:30,461
462,41109 Maywood Avenue,Mobile,Alabama,2514212753,f,2022-06-19 00:00:00+05:30,2023-01-18 00:00:00+05:30,462
463,374 Upham Terrace,Birmingham,Alabama,2059085766,f,2022-05-14 00:00:00+05:30,2023-02-23 00:00:00+05:30,463
464,131 Park Meadow Way,Mobile,Alabama,2513981159,f,2022-06-16 00:00:00+05:30,2022-07-19 00:00:00+05:30,464
465,1309 West Park,Birmingham,Alabama,2054955618,f,2022-08-27 00:00:00+05:30,2023-01-18 00:00:00+05:30,465
466,1 Nancy Parkway,Birmingham,Alabama,2057955615,f,2023-03-02 00:00:00+05:30,2022-04-03 00:00:00+05:30,466
467,77767 Dorton Court,Huntsville,Alabama,2569933156,t,2022-06-30 00:00:00+05:30,2022-07-01 00:00:00+05:30,467
468,35221 Mockingbird Lane,Birmingham,Alabama,2055004604,f,2022-10-20 00:00:00+05:30,2022-09-21 00:00:00+05:30,468
469,27 Maple Wood Way,Montgomery,Alabama,3346545404,t,2022-10-12 00:00:00+05:30,2022-08-12 00:00:00+05:30,469
470,240 Armistice Junction,Montgomery,Alabama,3348181687,f,2022-05-23 00:00:00+05:30,2023-01-14 00:00:00+05:30,470
471,1 Jay Center,Huntsville,Alabama,2567435535,t,2022-06-06 00:00:00+05:30,2022-04-27 00:00:00+05:30,471
472,9389 Springs Court,Birmingham,Alabama,2055653586,t,2022-08-13 00:00:00+05:30,2022-06-06 00:00:00+05:30,472
473,2 Hooker Road,Mobile,Alabama,2516911545,t,2023-01-13 00:00:00+05:30,2022-05-24 00:00:00+05:30,473
474,72 Truax Road,Birmingham,Alabama,2058838219,t,2022-09-24 00:00:00+05:30,2022-12-27 00:00:00+05:30,474
475,4 Sunnyside Alley,Mobile,Alabama,2517669405,t,2022-07-11 00:00:00+05:30,2022-06-22 00:00:00+05:30,475
476,266 Macpherson Plaza,Birmingham,Alabama,2059567615,t,2022-07-14 00:00:00+05:30,2022-04-01 00:00:00+05:30,476
477,71 Michigan Park,Huntsville,Alabama,2562980725,f,2022-04-07 00:00:00+05:30,2022-09-19 00:00:00+05:30,477
478,1 Colorado Trail,Birmingham,Alabama,2051767339,f,2022-06-06 00:00:00+05:30,2023-02-27 00:00:00+05:30,478
479,6 Pleasure Avenue,Birmingham,Alabama,2052122555,t,2022-04-16 00:00:00+05:30,2022-12-27 00:00:00+05:30,479
480,67 Thierer Court,Tuscaloosa,Alabama,2051396158,t,2022-08-01 00:00:00+05:30,2022-07-22 00:00:00+05:30,480
481,899 Helena Avenue,Huntsville,Alabama,2567398478,f,2023-01-20 00:00:00+05:30,2022-08-10 00:00:00+05:30,481
482,7219 Carpenter Way,Birmingham,Alabama,2057898916,t,2022-12-22 00:00:00+05:30,2022-12-13 00:00:00+05:30,482
483,1 Green Point,Birmingham,Alabama,2056907855,t,2022-09-17 00:00:00+05:30,2023-01-04 00:00:00+05:30,483
484,725 Porter Trail,Birmingham,Alabama,2058572019,t,2022-08-11 00:00:00+05:30,2023-01-06 00:00:00+05:30,484
485,252 Welch Place,Montgomery,Alabama,3345174928,t,2022-10-03 00:00:00+05:30,2022-05-24 00:00:00+05:30,485
486,9864 Caliangt Road,Montgomery,Alabama,3349846076,t,2023-01-16 00:00:00+05:30,2022-06-07 00:00:00+05:30,486
487,189 Harper Junction,Montgomery,Alabama,3344688621,t,2022-07-03 00:00:00+05:30,2023-02-25 00:00:00+05:30,487
488,03 Crowley Road,Gadsden,Alabama,2561907134,f,2022-12-29 00:00:00+05:30,2022-12-14 00:00:00+05:30,488
489,2 Superior Place,Birmingham,Alabama,2051248269,t,2022-08-17 00:00:00+05:30,2022-10-09 00:00:00+05:30,489
490,39 Westerfield Crossing,Huntsville,Alabama,2565733714,f,2022-06-22 00:00:00+05:30,2022-07-25 00:00:00+05:30,490
491,52 American Ash Pass,Birmingham,Alabama,2053822238,t,2022-05-05 00:00:00+05:30,2022-12-16 00:00:00+05:30,491
492,810 Magdeline Center,Montgomery,Alabama,3341033893,f,2022-04-26 00:00:00+05:30,2023-01-28 00:00:00+05:30,492
493,5277 Londonderry Crossing,Montgomery,Alabama,3342355573,t,2022-06-14 00:00:00+05:30,2022-09-18 00:00:00+05:30,493
494,94 Scofield Terrace,Birmingham,Alabama,2051709061,t,2022-10-08 00:00:00+05:30,2022-09-01 00:00:00+05:30,494
495,6 Hoffman Parkway,Huntsville,Alabama,2562566374,f,2022-04-15 00:00:00+05:30,2022-05-25 00:00:00+05:30,495
496,6 Milwaukee Park,Montgomery,Alabama,3349667912,t,2022-04-16 00:00:00+05:30,2022-12-21 00:00:00+05:30,496
497,636 Utah Point,Birmingham,Alabama,2053470579,t,2023-01-27 00:00:00+05:30,2023-03-01 00:00:00+05:30,497
498,5 Blaine Park,Montgomery,Alabama,3342078501,t,2022-10-02 00:00:00+05:30,2022-05-11 00:00:00+05:30,498
499,3460 Kropf Junction,Birmingham,Alabama,3345143988,t,2023-01-07 00:00:00+05:30,2022-04-04 00:00:00+05:30,499
500,79821 Moulton Plaza,Montgomery,Alabama,3344373191,f,2022-09-25 00:00:00+05:30,2023-02-10 00:00:00+05:30,500
501,7 Milwaukee Avenue,Birmingham,Alabama,2052220897,t,2022-09-27 00:00:00+05:30,2022-10-29 00:00:00+05:30,501
502,3840 Boyd Point,Anniston,Alabama,2564365469,t,2022-12-12 00:00:00+05:30,2022-10-02 00:00:00+05:30,502
503,695 Aberg Place,Montgomery,Alabama,3343704128,f,2022-10-25 00:00:00+05:30,2022-04-22 00:00:00+05:30,503
504,22312 Dunning Alley,Tuscaloosa,Alabama,2059828836,f,2022-03-30 00:00:00+05:30,2022-11-27 00:00:00+05:30,504
505,0 Warbler Terrace,Anniston,Alabama,2569777126,f,2022-10-10 00:00:00+05:30,2022-10-14 00:00:00+05:30,505
506,82 Birchwood Junction,Birmingham,Alabama,2057927942,f,2022-08-21 00:00:00+05:30,2022-08-29 00:00:00+05:30,506
507,0 Mcbride Hill,Huntsville,Alabama,2564572230,t,2022-06-10 00:00:00+05:30,2022-07-24 00:00:00+05:30,507
508,5298 Harper Crossing,Mobile,Alabama,2512845634,t,2022-10-17 00:00:00+05:30,2022-03-23 00:00:00+05:30,508
509,65693 8th Drive,Mobile,Alabama,2516011438,f,2022-11-28 00:00:00+05:30,2022-11-23 00:00:00+05:30,509
510,0 Darwin Park,Birmingham,Alabama,2054183225,f,2022-12-20 00:00:00+05:30,2023-01-26 00:00:00+05:30,510
511,36 Almo Court,Birmingham,Alabama,2052269695,t,2022-05-06 00:00:00+05:30,2022-10-06 00:00:00+05:30,511
512,762 Warbler Hill,Mobile,Alabama,2511373187,t,2022-03-20 00:00:00+05:30,2022-04-14 00:00:00+05:30,512
513,41017 Trailsway Plaza,Birmingham,Alabama,2057777904,t,2022-12-16 00:00:00+05:30,2022-06-12 00:00:00+05:30,513
514,64601 West Avenue,Montgomery,Alabama,3342065370,f,2023-03-05 00:00:00+05:30,2022-07-20 00:00:00+05:30,514
515,86 Pankratz Parkway,Birmingham,Alabama,2059428327,t,2022-12-21 00:00:00+05:30,2022-07-29 00:00:00+05:30,515
516,9 Merchant Hill,Birmingham,Alabama,2058857433,f,2022-03-11 00:00:00+05:30,2023-02-07 00:00:00+05:30,516
517,67342 Dahle Way,Birmingham,Alabama,2058378028,t,2022-08-23 00:00:00+05:30,2022-07-26 00:00:00+05:30,517
518,45 Melody Hill,Birmingham,Alabama,2059553517,t,2022-07-31 00:00:00+05:30,2022-04-09 00:00:00+05:30,518
519,618 Merchant Pass,Mobile,Alabama,2511670139,t,2022-06-24 00:00:00+05:30,2022-08-01 00:00:00+05:30,519
520,4 Bay Crossing,Birmingham,Alabama,2051238443,f,2022-03-20 00:00:00+05:30,2022-03-10 00:00:00+05:30,520
521,254 Calypso Junction,Huntsville,Alabama,2566468061,t,2023-02-15 00:00:00+05:30,2022-09-25 00:00:00+05:30,521
522,62193 7th Junction,Mobile,Alabama,2517417836,t,2022-09-23 00:00:00+05:30,2022-04-19 00:00:00+05:30,522
523,721 Vidon Lane,Birmingham,Alabama,2057896372,f,2023-03-07 00:00:00+05:30,2023-01-06 00:00:00+05:30,523
524,0 Delaware Park,Birmingham,Alabama,2058068107,f,2022-12-09 00:00:00+05:30,2022-09-15 00:00:00+05:30,524
525,5 Valley Edge Hill,Huntsville,Alabama,2563472340,t,2023-01-07 00:00:00+05:30,2022-11-07 00:00:00+05:30,525
526,630 Prentice Hill,Birmingham,Alabama,2058257135,t,2022-11-26 00:00:00+05:30,2022-12-24 00:00:00+05:30,526
527,664 Dakota Drive,Birmingham,Alabama,2052311648,f,2022-04-27 00:00:00+05:30,2022-08-01 00:00:00+05:30,527
528,85731 Merry Center,Anniston,Alabama,2562372262,f,2023-01-07 00:00:00+05:30,2022-12-11 00:00:00+05:30,528
529,151 Amoth Road,Birmingham,Alabama,2056702327,t,2022-08-26 00:00:00+05:30,2022-08-11 00:00:00+05:30,529
530,54 Northland Avenue,Montgomery,Alabama,3347953338,t,2022-10-06 00:00:00+05:30,2022-06-23 00:00:00+05:30,530
531,19103 Pepper Wood Street,Birmingham,Alabama,2057701906,t,2022-11-30 00:00:00+05:30,2022-05-10 00:00:00+05:30,531
532,690 Forest Run Lane,Birmingham,Alabama,2056965457,t,2023-01-20 00:00:00+05:30,2022-04-07 00:00:00+05:30,532
533,84484 Superior Avenue,Birmingham,Alabama,2054914871,f,2022-07-25 00:00:00+05:30,2022-04-17 00:00:00+05:30,533
534,62219 Tennyson Lane,Birmingham,Alabama,2053786868,t,2022-07-22 00:00:00+05:30,2023-01-05 00:00:00+05:30,534
535,015 Lakewood Gardens Plaza,Montgomery,Alabama,3345056745,t,2022-12-02 00:00:00+05:30,2022-06-23 00:00:00+05:30,535
536,01072 Killdeer Plaza,Montgomery,Alabama,3345359796,f,2022-12-01 00:00:00+05:30,2022-05-07 00:00:00+05:30,536
537,281 Johnson Center,Montgomery,Alabama,3346254377,f,2022-04-05 00:00:00+05:30,2022-07-22 00:00:00+05:30,537
538,7177 Pawling Alley,Mobile,Alabama,2515979344,f,2022-11-26 00:00:00+05:30,2022-08-02 00:00:00+05:30,538
539,19038 Mitchell Park,Mobile,Alabama,2516514531,f,2023-02-08 00:00:00+05:30,2022-08-27 00:00:00+05:30,539
540,06052 Mosinee Alley,Birmingham,Alabama,2053227564,t,2022-05-03 00:00:00+05:30,2022-05-13 00:00:00+05:30,540
541,4 Nobel Lane,Birmingham,Alabama,2052204912,t,2022-05-22 00:00:00+05:30,2022-08-28 00:00:00+05:30,541
542,7814 Sunbrook Drive,Birmingham,Alabama,2055244652,f,2022-07-23 00:00:00+05:30,2023-01-03 00:00:00+05:30,542
543,7 Forster Point,Birmingham,Alabama,2053204744,f,2022-11-01 00:00:00+05:30,2022-10-14 00:00:00+05:30,543
544,0144 Onsgard Terrace,Birmingham,Alabama,2052099645,t,2023-02-28 00:00:00+05:30,2022-09-24 00:00:00+05:30,544
545,6532 Little Fleur Park,Tuscaloosa,Alabama,2054855294,f,2022-12-17 00:00:00+05:30,2022-05-26 00:00:00+05:30,545
546,1070 Londonderry Point,Montgomery,Alabama,3341444377,t,2022-08-06 00:00:00+05:30,2022-08-31 00:00:00+05:30,546
547,84632 Bobwhite Place,Birmingham,Alabama,2052364907,t,2022-08-09 00:00:00+05:30,2022-06-14 00:00:00+05:30,547
548,834 Melby Street,Mobile,Alabama,2514433910,f,2022-03-24 00:00:00+05:30,2022-07-14 00:00:00+05:30,548
549,337 Novick Road,Birmingham,Alabama,2052821985,t,2022-08-04 00:00:00+05:30,2022-09-21 00:00:00+05:30,549
550,8 Scott Trail,Birmingham,Alabama,2053542091,t,2022-09-27 00:00:00+05:30,2022-05-04 00:00:00+05:30,550
551,4 Independence Hill,Birmingham,Alabama,2058403248,t,2022-04-03 00:00:00+05:30,2023-02-16 00:00:00+05:30,551
552,1360 Manitowish Lane,Mobile,Alabama,2514356973,f,2023-01-25 00:00:00+05:30,2022-03-19 00:00:00+05:30,552
553,7033 Grim Parkway,Montgomery,Alabama,3343212130,t,2022-10-12 00:00:00+05:30,2022-05-16 00:00:00+05:30,553
554,3346 South Court,Huntsville,Alabama,2563596087,t,2022-05-14 00:00:00+05:30,2022-09-15 00:00:00+05:30,554
555,24 Moose Court,Mobile,Alabama,2516873152,t,2023-01-17 00:00:00+05:30,2022-07-13 00:00:00+05:30,555
556,59 Walton Pass,Montgomery,Alabama,3342649527,f,2022-05-21 00:00:00+05:30,2022-12-12 00:00:00+05:30,556
557,9735 Oak Circle,Birmingham,Alabama,2053334189,t,2022-05-06 00:00:00+05:30,2023-01-15 00:00:00+05:30,557
558,3526 Paget Road,Montgomery,Alabama,3341424114,f,2022-10-07 00:00:00+05:30,2022-07-19 00:00:00+05:30,558
559,1690 Nelson Court,Birmingham,Alabama,2057729252,t,2022-11-22 00:00:00+05:30,2022-08-24 00:00:00+05:30,559
560,81081 New Castle Terrace,Montgomery,Alabama,3347317527,f,2022-06-19 00:00:00+05:30,2022-06-23 00:00:00+05:30,560
561,27 Bartillon Plaza,Montgomery,Alabama,3344337214,t,2022-04-23 00:00:00+05:30,2022-07-19 00:00:00+05:30,561
562,914 Badeau Place,Birmingham,Alabama,2058421408,t,2022-05-29 00:00:00+05:30,2023-01-13 00:00:00+05:30,562
563,3077 Buell Trail,Montgomery,Alabama,3346509967,t,2023-02-17 00:00:00+05:30,2022-12-27 00:00:00+05:30,563
564,13476 Hermina Road,Montgomery,Alabama,3343631377,f,2022-12-13 00:00:00+05:30,2023-02-18 00:00:00+05:30,564
565,720 Crescent Oaks Way,Birmingham,Alabama,2056118850,t,2022-11-24 00:00:00+05:30,2023-03-03 00:00:00+05:30,565
566,82 Raven Junction,Birmingham,Alabama,2053783026,f,2023-03-05 00:00:00+05:30,2022-07-30 00:00:00+05:30,566
567,19057 Northridge Circle,Huntsville,Alabama,2564978612,t,2022-05-21 00:00:00+05:30,2022-11-06 00:00:00+05:30,567
568,943 Riverside Way,Birmingham,Alabama,2057503668,t,2022-11-20 00:00:00+05:30,2022-11-26 00:00:00+05:30,568
569,69391 Stone Corner Circle,Anniston,Alabama,2568272256,f,2022-03-24 00:00:00+05:30,2022-04-29 00:00:00+05:30,569
570,5509 Transport Point,Birmingham,Alabama,2054848455,t,2023-01-26 00:00:00+05:30,2022-07-10 00:00:00+05:30,570
571,89022 Mitchell Center,Montgomery,Alabama,3345717319,t,2022-12-17 00:00:00+05:30,2022-04-01 00:00:00+05:30,571
572,646 Shoshone Parkway,Anniston,Alabama,2562625576,f,2022-07-12 00:00:00+05:30,2022-04-28 00:00:00+05:30,572
573,20158 Moulton Way,Huntsville,Alabama,2566490228,t,2022-11-27 00:00:00+05:30,2022-06-14 00:00:00+05:30,573
574,06297 Alpine Crossing,Anniston,Alabama,2566847199,t,2022-11-05 00:00:00+05:30,2023-01-18 00:00:00+05:30,574
575,9 Hayes Court,Birmingham,Alabama,2056873056,f,2022-10-02 00:00:00+05:30,2022-07-27 00:00:00+05:30,575
576,17 Banding Road,Montgomery,Alabama,3341512719,f,2022-04-07 00:00:00+05:30,2022-06-12 00:00:00+05:30,576
577,3088 Garrison Court,Montgomery,Alabama,3349396142,t,2022-09-04 00:00:00+05:30,2022-11-13 00:00:00+05:30,577
578,51125 Pawling Way,Montgomery,Alabama,3347672141,f,2023-03-03 00:00:00+05:30,2022-10-23 00:00:00+05:30,578
579,3184 Stuart Center,Mobile,Alabama,2519482100,t,2022-09-26 00:00:00+05:30,2022-05-25 00:00:00+05:30,579
580,8107 Schiller Avenue,Birmingham,Alabama,2058197690,t,2023-02-18 00:00:00+05:30,2022-11-15 00:00:00+05:30,580
581,3 Basil Avenue,Birmingham,Alabama,3346749096,t,2022-06-21 00:00:00+05:30,2022-09-27 00:00:00+05:30,581
582,5179 Pepper Wood Place,Birmingham,Alabama,2052899551,t,2022-06-08 00:00:00+05:30,2023-02-28 00:00:00+05:30,582
583,73634 Crownhardt Trail,Tuscaloosa,Alabama,2055615914,t,2022-09-17 00:00:00+05:30,2022-08-06 00:00:00+05:30,583
584,9 Cambridge Place,Montgomery,Alabama,3341427970,f,2023-01-23 00:00:00+05:30,2022-05-02 00:00:00+05:30,584
585,0175 Ridgeway Place,Montgomery,Alabama,3344745702,f,2022-07-15 00:00:00+05:30,2023-01-04 00:00:00+05:30,585
586,8 Gulseth Circle,Mobile,Alabama,2516188746,t,2022-08-11 00:00:00+05:30,2022-05-21 00:00:00+05:30,586
587,09 Mayer Parkway,Birmingham,Alabama,2058005946,t,2022-08-16 00:00:00+05:30,2022-11-18 00:00:00+05:30,587
588,24198 Scott Lane,Mobile,Alabama,2517772413,f,2022-09-24 00:00:00+05:30,2022-08-12 00:00:00+05:30,588
589,054 Hovde Pass,Montgomery,Alabama,3344610077,f,2022-11-04 00:00:00+05:30,2022-11-28 00:00:00+05:30,589
590,00038 Tony Alley,Montgomery,Alabama,3343633717,t,2022-12-08 00:00:00+05:30,2022-11-17 00:00:00+05:30,590
591,34 Bobwhite Plaza,Mobile,Alabama,2516113936,t,2022-08-29 00:00:00+05:30,2022-05-08 00:00:00+05:30,591
592,722 Toban Center,Birmingham,Alabama,2056358869,t,2022-09-07 00:00:00+05:30,2022-06-19 00:00:00+05:30,592
593,7470 Warbler Street,Mobile,Alabama,2512869638,f,2023-01-14 00:00:00+05:30,2022-11-10 00:00:00+05:30,593
594,7 Mcbride Parkway,Mobile,Alabama,2518491350,t,2022-09-16 00:00:00+05:30,2022-04-22 00:00:00+05:30,594
595,2 Lake View Way,Mobile,Alabama,2519202517,f,2022-12-12 00:00:00+05:30,2022-07-11 00:00:00+05:30,595
596,1 Cardinal Crossing,Birmingham,Alabama,2051905663,f,2022-03-09 00:00:00+05:30,2022-05-03 00:00:00+05:30,596
597,3 Sage Trail,Montgomery,Alabama,3347639450,f,2022-05-30 00:00:00+05:30,2022-08-20 00:00:00+05:30,597
598,36521 Sutherland Park,Huntsville,Alabama,2563494823,t,2022-07-12 00:00:00+05:30,2023-03-07 00:00:00+05:30,598
599,341 Lighthouse Bay Way,Anniston,Alabama,2564136112,t,2022-09-25 00:00:00+05:30,2022-06-21 00:00:00+05:30,599
600,3390 Packers Alley,Montgomery,Alabama,3349977086,f,2022-09-04 00:00:00+05:30,2022-10-24 00:00:00+05:30,600
601,3700 Hayes Terrace,Montgomery,Alabama,3348660833,t,2022-07-06 00:00:00+05:30,2022-08-15 00:00:00+05:30,601
602,47 Blaine Parkway,Birmingham,Alabama,2058710849,f,2022-12-10 00:00:00+05:30,2022-11-30 00:00:00+05:30,602
603,076 Vernon Circle,Birmingham,Alabama,2055489531,t,2022-11-26 00:00:00+05:30,2022-08-29 00:00:00+05:30,603
604,2355 Drewry Alley,Birmingham,Alabama,2053809917,t,2022-12-05 00:00:00+05:30,2022-10-15 00:00:00+05:30,604
605,1559 Cordelia Court,Montgomery,Alabama,3342660490,f,2022-05-30 00:00:00+05:30,2022-08-12 00:00:00+05:30,605
606,05 Golf Circle,Birmingham,Alabama,2051247789,f,2023-01-03 00:00:00+05:30,2022-07-25 00:00:00+05:30,606
607,178 Anthes Plaza,Montgomery,Alabama,3348041271,f,2022-09-23 00:00:00+05:30,2022-11-17 00:00:00+05:30,607
608,58 Tennessee Avenue,Montgomery,Alabama,3345113917,f,2022-09-14 00:00:00+05:30,2022-04-17 00:00:00+05:30,608
609,46 Kedzie Circle,Birmingham,Alabama,2055180049,f,2022-11-14 00:00:00+05:30,2022-06-20 00:00:00+05:30,609
610,128 Jenna Avenue,Huntsville,Alabama,2567651432,t,2022-06-30 00:00:00+05:30,2022-09-14 00:00:00+05:30,610
611,1 Beilfuss Point,Montgomery,Alabama,3347390932,t,2022-05-01 00:00:00+05:30,2022-12-07 00:00:00+05:30,611
612,03040 Esker Terrace,Birmingham,Alabama,2056315790,f,2022-06-11 00:00:00+05:30,2022-09-20 00:00:00+05:30,612
613,805 Shelley Lane,Montgomery,Alabama,3345366409,f,2022-07-05 00:00:00+05:30,2022-12-04 00:00:00+05:30,613
614,8983 Maple Crossing,Birmingham,Alabama,2059312990,t,2022-09-28 00:00:00+05:30,2023-01-15 00:00:00+05:30,614
615,5 Carpenter Way,Montgomery,Alabama,3344631076,f,2023-02-04 00:00:00+05:30,2022-05-15 00:00:00+05:30,615
616,7 Lakewood Gardens Hill,Montgomery,Alabama,3347316452,t,2022-12-31 00:00:00+05:30,2022-09-03 00:00:00+05:30,616
617,11205 Hanover Plaza,Montgomery,Alabama,3349709145,f,2022-03-27 00:00:00+05:30,2023-02-14 00:00:00+05:30,617
618,9 Granby Hill,Montgomery,Alabama,3344157072,f,2022-12-05 00:00:00+05:30,2022-09-30 00:00:00+05:30,618
619,984 Artisan Pass,Gadsden,Alabama,2566244124,f,2022-05-08 00:00:00+05:30,2023-02-19 00:00:00+05:30,619
620,14039 Mariners Cove Drive,Mobile,Alabama,2513159657,f,2022-09-21 00:00:00+05:30,2022-07-30 00:00:00+05:30,620
621,7617 Bay Circle,Mobile,Alabama,2517297399,f,2022-08-04 00:00:00+05:30,2022-11-03 00:00:00+05:30,621
622,42925 Bluejay Trail,Birmingham,Alabama,2053451869,t,2022-09-06 00:00:00+05:30,2023-02-27 00:00:00+05:30,622
623,4894 Autumn Leaf Lane,Mobile,Alabama,2513329311,t,2022-05-24 00:00:00+05:30,2022-09-17 00:00:00+05:30,623
624,543 Dixon Place,Montgomery,Alabama,3344830464,f,2022-03-28 00:00:00+05:30,2023-02-10 00:00:00+05:30,624
625,10 Vidon Hill,Tuscaloosa,Alabama,2057882836,f,2023-02-27 00:00:00+05:30,2022-10-04 00:00:00+05:30,625
626,868 Cody Street,Montgomery,Alabama,3342770743,t,2023-02-09 00:00:00+05:30,2022-12-26 00:00:00+05:30,626
627,41 Manley Alley,Mobile,Alabama,2512266919,t,2023-02-05 00:00:00+05:30,2022-03-25 00:00:00+05:30,627
628,3965 Northfield Lane,Birmingham,Alabama,2058968778,f,2022-07-10 00:00:00+05:30,2022-09-03 00:00:00+05:30,628
629,3 Merchant Point,Mobile,Alabama,2516571522,t,2023-02-28 00:00:00+05:30,2023-01-06 00:00:00+05:30,629
630,3621 Dakota Trail,Birmingham,Alabama,2059834981,t,2022-04-20 00:00:00+05:30,2022-11-05 00:00:00+05:30,630
